number_of_wall_layers,1,,,,,,,,,,,,,,,,,,,,,
number_of_roof_layers,1,,,,,,,,,,,,,,,,,,,,,
number_of_floor_layers,1,,,,,,,,,,,,,,,,,,,,,
startPeriod,endPeriod,Uvalue_window(W/m2/K),windowSHGC(-),windowEmissivity(-),ThermalConductivity_wall1[Wm-1K-1],ThermalConductivity_roof1[Wm-1K-1],ThermalConductivity_floor1[Wm-1K-1],SpecificHeat_wall1[Jkg-1K-1],SpecificHeat_roof1[Jkg-1K-1],SpecificHeat_floor1[Jkg-1K-1],Density_wall1[kgm-3],Density_roof1[kgm-3],Density_floor1[kgm-3],Thickness_wall1[m],Thickness_roof1[m],Thickness_floor1[m],wallAlbedo(-),roofAlbedo(-),floorAlbedo(-),wallEmissivity(-),roofEmissivity(-),floorEmissivity(-)
1500,2100,3.12,0.8,0.84,0.8,0.8,0.8,800,800,800,2000,2000,2000,0.2,0.2,0.2,0.3,0.1,0.7,0.8,0.8,0.8
,,,,,,,,,,,,,,,,,,,,,,
envelope_property_type,specific_building,,,,,,,,,,,,,,,,,,,,,
usage_group_building_name,building3,,,,,,,,,,,,,,,,,,,,,
number_of_wall_layers,1,,,,,,,,,,,,,,,,,,,,,
number_of_roof_layers,1,,,,,,,,,,,,,,,,,,,,,
number_of_floor_layers,1,,,,,,,,,,,,,,,,,,,,,
startPeriod,endPeriod,Uvalue_window(W/m2/K),windowSHGC(-),windowEmissivity(-),ThermalConductivity_wall1[Wm-1K-1],ThermalConductivity_roof1[Wm-1K-1],ThermalConductivity_floor1[Wm-1K-1],SpecificHeat_wall1[Jkg-1K-1],SpecificHeat_roof1[Jkg-1K-1],SpecificHeat_floor1[Jkg-1K-1],Density_wall1[kgm-3],Density_roof1[kgm-3],Density_floor1[kgm-3],Thickness_wall1[m],Thickness_roof1[m],Thickness_floor1[m],wallAlbedo(-),roofAlbedo(-),floorAlbedo(-),wallEmissivity(-),roofEmissivity(-),floorEmissivity(-)
NA,NA,3.12,0.8,0.84,0.8,0.8,0.8,800,800,800,2000,2000,2000,0.2,0.2,0.2,0.3,0.1,0.7,0.8,0.8,0.8
,,,,,,,,,,,,,,,,,,,,,,
envelope_property_type,default,,,,,,,,,,,,,,,,,,,,,
usage_group_building_name,default,,,,,,,,,,,,,,,,,,,,,
number_of_wall_layers,1,,,,,,,,,,,,,,,,,,,,,
number_of_roof_layers,1,,,,,,,,,,,,,,,,,,,,,
number_of_floor_layers,1,,,,,,,,,,,,,,,,,,,,,
startPeriod,endPeriod,Uvalue_window(W/m2/K),windowSHGC(-),windowEmissivity(-),ThermalConductivity_wall1[Wm-1K-1],ThermalConductivity_roof1[Wm-1K-1],ThermalConductivity_floor1[Wm-1K-1],SpecificHeat_wall1[Jkg-1K-1],SpecificHeat_roof1[Jkg-1K-1],SpecificHeat_floor1[Jkg-1K-1],Density_wall1[kgm-3],Density_roof1[kgm-3],Density_floor1[kgm-3],Thickness_wall1[m],Thickness_roof1[m],Thickness_floor1[m],wallAlbedo(-),roofAlbedo(-),floorAlbedo(-),wallEmissivity(-),roofEmissivity(-),floorEmissivity(-)
1500,2050,3.12,0.8,0.84,0.8,0.8,0.8,800,800,800,2000,2000,2000,0.2,0.2,0.2,0.3,0.1,0.7,0.8,0.8,0.8
,,,,,,,,,,,,,,,,,,,,,,
